var1	name	position	team	games	season	season_start	age	salary	goals	assists	goals_sixty	assists_sixty	toi	shots	corsifor	corsiagainst	corsi	pdo	cfrel_percent	age_sq	lagged_pdo	lagged_goals	lagged_cfrel_percent	lagged_shots	lagged_assists	lagged_toi
1064	"Jeff.Carter"	"CR"	"L.A"	98	2.0e+07	2013	28	"6.5"	19	25	.91	1.19	1258.13	216	1439	1100	339	99.61	1.21	784	99.19	18	-1.63	116	7	875.54
1065	"Jeff.Carter"	"CR"	"L.A"	82	2.0e+07	2014	29	"6.75"	15	27	.87	1.56	1035.45	143	1126	861	265	101.02	1.84	841	99.61	19	1.21	216	25	1258.13
1066	"Jeff.Carter"	"CR"	"L.A"	67	2.0e+07	2015	30	"7"	7	20	.48	1.37	874.43	133	953	781	172	99.91	-1.63	900	101.02	15	1.84	143	27	1035.45
2706	"Jeff.Halpern"	"CR"	"DAL/T.B"	82	2.0e+07	2007	31	"2"	14	14	.82	.82	1026.65	91	798	782	16	100.85	.37	961						
2707	"Jeff.Halpern"	"CR"	"T.B"	52	2.0e+07	2008	32	"2"	4	6	.4	.61	592.85	36	415	530	-115	98.14	-5.06	1024	100.85	14	.37	91	14	1026.65
2708	"Jeff.Halpern"	"CR"	"L.A/T.B"	76	2.0e+07	2009	33	"2"	7	7	.54	.54	784.79	53	601	672	-71	96.76	-1.61	1089	98.14	4	-5.06	36	6	592.85
2709	"Jeff.Halpern"	"CR"	"MTL"	76	2.0e+07	2010	34	"0.6"	11	14	.85	1.08	777.55	53	663	730	-67	102.41	-4.91	1156	96.76	7	-1.61	53	7	784.79
2710	"Jeff.Halpern"	"CR"	"WSH"	71	2.0e+07	2011	35	"0.825"	4	9	.33	.74	725.89	57	604	614	-10	99.78	1.27	1225	102.41	11	-4.91	53	14	777.55
2712	"Jeff.Halpern"	"CR"	"PHX"	69	2.0e+07	2013	37	"0.6"	5	7	.54	.76	552.48	37	460	480	-20	97.35	-2.35	1369	99.78	4	1.27	57	9	725.89
6472	"Jeff.Skinner"	"L"	"CAR"	81	2.0e+07	2010	18	"0.9"	23	19	1.34	1.11	1028.67	127	1054	1030	24	102.12	2.11	324						
6473	"Jeff.Skinner"	"L"	"CAR"	64	2.0e+07	2011	19	"0.9"	15	14	1.01	.94	890.05	132	872	865	7	99.64	3.27	361	102.12	23	2.11	127	19	1028.67
6474	"Jeff.Skinner"	"L"	"CAR"	42	2.0e+07	2012	20	"0.9"	7	6	.68	.58	619.3	112	673	613	60	95.51	.96	400	99.64	15	3.27	132	14	890.05
6475	"Jeff.Skinner"	"L"	"CAR"	71	2.0e+07	2013	21	"4.35"	19	12	1.19	.75	954.26	177	964	917	47	99.39	.66	441	95.51	7	.96	112	6	619.3
6476	"Jeff.Skinner"	"L"	"CAR"	77	2.0e+07	2014	22	"6"	13	10	.77	.59	1010.47	166	974	916	58	96.21	-1.39	484	99.39	19	.66	177	12	954.26
6477	"Jeff.Skinner"	"L"	"CAR"	73	2.0e+07	2015	23	"6"	18	15	1.12	.93	967.34	149	915	872	43	100.28	-1.1	529	96.21	13	-1.39	166	10	1010.47
7027	"Jeff.Tambellini"	"LR"	"NYI"	65	2.0e+07	2008	24	"0.55"	7	8	.54	.62	770.83	82	712	779	-67	96.25	2.96	576						
7029	"Jeff.Tambellini"	"LR"	"VAN"	68	2.0e+07	2010	26	"0.5"	7	5	.63	.45	666.08	90	685	571	114	101.02	2.79	676	96.25	7	2.96	82	8	770.83
3992	"Jere.Lehtinen"	"R"	"DAL"	62	2.0e+07	2007	34	"3.9"	7	10	.55	.78	767.73	96	682	502	180	101.98	7.97	1156						
3993	"Jere.Lehtinen"	"R"	"DAL"	48	2.0e+07	2008	35	"4.1"	6	10	.6	1	602.83	80	556	475	81	100.63	2.84	1225	101.98	7	7.97	96	10	767.73
3994	"Jere.Lehtinen"	"R"	"DAL"	58	2.0e+07	2009	36	"1.5"	2	11	.18	.99	667.67	74	619	560	59	97.28	4.82	1296	100.63	6	2.84	80	10	602.83
5934	"Jeremy.Roenick"	"CR"	"S.J"	81	2.0e+07	2007	37	"NA"	8	16	.56	1.13	849.73	70	751	600	151	97.35	2.61	1369						
5935	"Jeremy.Roenick"	"CR"	"S.J"	48	2.0e+07	2008	38	"1.1"	3	8	.36	.95	506.16	50	466	388	78	98.43	-.36	1444	97.35	8	2.61	70	16	849.73
6542	"Jerred.Smithson"	"C"	"NSH"	87	2.0e+07	2007	28	"0.475"	4	4	.31	.31	785.47	49	454	658	-204	97.59	-10.77	784						
6543	"Jerred.Smithson"	"C"	"NSH"	82	2.0e+07	2008	29	"0.525"	4	8	.27	.54	881.58	62	618	744	-126	99.44	-4.8	841	97.59	4	-10.77	49	4	785.47
6544	"Jerred.Smithson"	"C"	"NSH"	75	2.0e+07	2009	30	"0.75"	6	4	.41	.28	869.58	43	674	726	-52	98.26	-4.71	900	99.44	4	-4.8	62	8	881.58
6545	"Jerred.Smithson"	"C"	"NSH"	93	2.0e+07	2010	31	"0.775"	6	8	.33	.44	1080.62	74	797	953	-156	100.14	-4.83	961	98.26	6	-4.71	43	4	869.58
6546	"Jerred.Smithson"	"C"	"FLA/NSH"	74	2.0e+07	2011	32	"0.8"	1	5	.08	.42	708.99	35	474	654	-180	99.05	-6.06	1024	100.14	6	-4.83	74	8	1080.62
1961	"Jesper.Fast"	"RL"	"NYR"	77	2.0e+07	2014	22	"0.9"	8	10	.55	.69	867.1	61	746	787	-41	100.02	.18	484						
1962	"Jesper.Fast"	"RL"	"NYR"	70	2.0e+07	2015	23	"0.9"	7	13	.5	.92	846.99	53	728	781	-53	100.72	1.19	529	100.02	8	.18	61	10	867.1
7699	"Jesse.Winchester"	"RL"	"OTT"	76	2.0e+07	2008	24	"0.525"	3	14	.24	1.12	751	106	582	625	-43	99.74	-1.75	576						
7701	"Jesse.Winchester"	"RL"	"OTT"	72	2.0e+07	2010	26	"0.75"	4	8	.34	.69	697.55	104	642	542	100	96.09	5.1	676	99.74	3	-1.75	106	14	751
7703	"Jesse.Winchester"	"RL"	"FLA"	52	2.0e+07	2013	29	"0.6"	8	9	.88	.99	545.59	85	495	462	33	98.98	-.34	841	96.09	4	5.1	104	8	697.55
1627	"Jim.Dowd"	"C"	"PHI"	90	2.0e+07	2007	38	"NA"	5	6	.51	.61	590.35	36	353	542	-189	102.21	-8.17	1444						
6486	"Jim.Slater"	"C"	"ATL"	69	2.0e+07	2007	24	"0.75"	5	5	.48	.48	626.54	83	446	646	-200	98.23	-2.88	576						
6487	"Jim.Slater"	"C"	"ATL"	60	2.0e+07	2008	25	"0.8"	6	10	.71	1.18	506.93	76	417	474	-57	100.84	.06	625	98.23	5	-2.88	83	5	626.54
6488	"Jim.Slater"	"C"	"ATL"	61	2.0e+07	2009	26	"0.84"	10	6	.96	.58	624.73	86	547	630	-83	101.48	-2.55	676	100.84	6	.06	76	10	506.93
6490	"Jim.Slater"	"C"	"WPG"	78	2.0e+07	2011	28	"1.1"	11	8	.68	.5	969.5	95	721	1025	-304	100.37	-11.97	784	101.48	10	-2.55	86	6	624.73
6493	"Jim.Slater"	"C"	"WPG"	86	2.0e+07	2014	31	"1.6"	5	7	.5	.7	602.22	43	458	568	-110	99.87	-8.85	961	100.37	11	-11.97	95	8	969.5
2847	"Jimmy.Hayes"	"R"	"CHI/FLA"	55	2.0e+07	2013	23	"0.688"	8	6	.89	.67	536.68	55	439	486	-47	100.91	-4.18	529						
2848	"Jimmy.Hayes"	"R"	"FLA"	72	2.0e+07	2014	24	"0.925"	15	8	.98	.52	917.99	124	860	802	58	100.68	.8	576	100.91	8	-4.18	55	6	536.68
2849	"Jimmy.Hayes"	"R"	"BOS"	70	2.0e+07	2015	25	"2"	9	12	.61	.82	881.5	101	718	849	-131	97.92	-3.47	625	100.68	15	.8	124	8	917.99
3089	"Jiri.Hudler"	"RL"	"DET"	103	2.0e+07	2007	23	"0.88"	12	22	.7	1.29	1021.63	119	1016	643	373	99.44	2.88	529						
3090	"Jiri.Hudler"	"RL"	"DET"	104	2.0e+07	2008	24	"1.15"	18	16	.99	.88	1088.44	111	1140	789	351	99.73	2.58	576	99.44	12	2.88	119	22	1021.63
3091	"Jiri.Hudler"	"RL"	"DET"	83	2.0e+07	2010	26	"2.75"	7	18	.46	1.18	915.52	75	917	815	102	98.34	-.49	676	99.73	18	2.58	111	16	1088.44
3092	"Jiri.Hudler"	"RL"	"DET"	86	2.0e+07	2011	27	"3"	24	17	1.3	.92	1110.52	87	1084	881	203	101.43	.36	729	98.34	7	-.49	75	18	915.52
3093	"Jiri.Hudler"	"RL"	"CGY"	42	2.0e+07	2012	28	"4"	5	14	.53	1.49	565.57	30	464	519	-55	98.36	-.41	784	101.43	24	.36	87	17	1110.52
3094	"Jiri.Hudler"	"RL"	"CGY"	75	2.0e+07	2013	29	"4"	13	22	.72	1.22	1080.34	71	887	1014	-127	103.19	1.24	841	98.36	5	-.41	30	14	565.57
3095	"Jiri.Hudler"	"RL"	"CGY"	89	2.0e+07	2014	30	"4"	18	31	.9	1.55	1196.52	89	1070	1245	-175	102.82	2.71	900	103.19	13	1.24	71	22	1080.34
3096	"Jiri.Hudler"	"RL"	"FLA/CGY"	63	2.0e+07	2015	31	"4"	11	17	.83	1.29	792.27	55	698	739	-41	100.31	.98	961	102.82	18	2.71	89	31	1196.52
5006	"Jiri.Novotny"	"C"	"CBJ"	65	2.0e+07	2007	24	"0.7"	5	8	.38	.62	779.78	60	584	587	-3	96.74	-3.29	576						
6308	"Jiri.Sekac"	"C"	"ANA/MTL"	76	2.0e+07	2014	22	"0.925"	7	13	.45	.84	926.14	79	799	826	-27	100.67	-1.35	484						
7168	"Jiri.Tlusty"	"LR"	"TOR"	58	2.0e+07	2007	19	"0.85"	8	6	.81	.6	595.54	57	538	527	11	96.39	-.97	361						
7171	"Jiri.Tlusty"	"LR"	"CAR"	57	2.0e+07	2010	22	"0.5"	6	6	.67	.67	535.46	44	488	522	-34	101.02	-1.31	484	96.39	8	-.97	57	6	595.54
7172	"Jiri.Tlusty"	"LR"	"CAR"	79	2.0e+07	2011	23	"0.525"	14	14	.83	.83	1016.12	101	911	1040	-129	101.22	-2.38	529	101.02	6	-1.31	44	6	535.46
7173	"Jiri.Tlusty"	"LR"	"CAR"	48	2.0e+07	2012	24	"1.5"	15	10	1.31	.88	685.6	76	717	725	-8	103.98	-2.65	576	101.22	14	-2.38	101	14	1016.12
7174	"Jiri.Tlusty"	"LR"	"CAR"	68	2.0e+07	2013	25	"1.7"	13	12	.9	.83	863.27	100	846	805	41	100.18	.85	625	103.98	15	-2.65	76	10	685.6
7175	"Jiri.Tlusty"	"LR"	"CAR/WPG"	76	2.0e+07	2014	26	"2.95"	8	13	.49	.79	985.77	94	951	819	132	96.69	2.77	676	100.18	13	.85	100	12	863.27
80	"Joakim.Andersson"	"C"	"DET"	52	2.0e+07	2012	23	"0.637"	4	8	.44	.88	542.61	55	528	424	104	100.75	3.85	529						
81	"Joakim.Andersson"	"C"	"DET"	66	2.0e+07	2013	24	"0.7"	8	8	.67	.67	714.42	60	580	585	-5	96.23	-1.7	576	100.75	4	3.85	55	8	542.61
82	"Joakim.Andersson"	"C"	"DET"	75	2.0e+07	2014	25	"0.765"	3	5	.27	.45	665.38	66	456	573	-117	98.88	-10.74	625	96.23	8	-1.7	60	8	714.42
4099	"Joakim.Lindstrom"	"RL"	"STL/TOR"	53	2.0e+07	2014	30	"0.7"	2	3	.23	.34	529.53	45	464	447	17	94.33	2.54	900						
5001	"Joakim.Nordstrom"	"C"	"CAR"	62	2.0e+07	2015	23	"0.605"	9	13	.66	.95	820.92	56	676	713	-37	99.75	-4.11	529						
2860	"Jochen.Hecht"	"C"	"BUF"	74	2.0e+07	2007	30	"NA"	16	22	.93	1.28	1031.62	149	903	922	-19	101.11	-.45	900						
2861	"Jochen.Hecht"	"C"	"BUF"	70	2.0e+07	2008	31	"3.8"	8	11	.52	.72	922.32	135	833	824	9	96.63	.97	961	101.11	16	-.45	149	22	1031.62
2862	"Jochen.Hecht"	"C"	"BUF"	78	2.0e+07	2009	32	"3.8"	16	16	.93	.93	1031.11	160	1037	946	91	100.67	2.66	1024	96.63	8	.97	135	11	922.32
2863	"Jochen.Hecht"	"C"	"BUF"	68	2.0e+07	2010	33	"3.5"	11	16	.75	1.09	883.07	125	943	761	182	100.15	6.26	1089	100.67	16	2.66	160	16	1031.11
2865	"Jochen.Hecht"	"C"	"BUF"	47	2.0e+07	2012	35	"1"	4	9	.44	.99	544.33	59	423	513	-90	103.83	.12	1225	100.15	11	6.26	125	16	883.07
1245	"Joe.Colborne"	"C"	"CGY"	80	2.0e+07	2013	23	"0.6"	9	15	.56	.94	962.53	58	783	940	-157	98.22	-1.31	529						
1246	"Joe.Colborne"	"C"	"CGY"	75	2.0e+07	2014	24	"1.275"	6	17	.38	1.07	954.99	51	728	970	-242	102.74	-1.97	576	98.22	9	-1.31	58	15	962.53
1247	"Joe.Colborne"	"C"	"CGY"	64	2.0e+07	2015	25	"1.275"	12	15	.89	1.12	804.92	50	706	777	-71	100.09	-.6	625	102.74	6	-1.97	51	17	954.99
5332	"Joe.Pavelski"	"RC"	"S.J"	95	2.0e+07	2007	23	"NA"	11	13	.63	.74	1052.06	158	893	815	78	98.61	-1.73	529						
5333	"Joe.Pavelski"	"RC"	"S.J"	86	2.0e+07	2008	24	"1.55"	13	17	.7	.91	1121.98	177	1099	891	208	98.48	1.62	576	98.61	11	-1.73	158	13	1052.06
5334	"Joe.Pavelski"	"RC"	"S.J"	81	2.0e+07	2009	25	"1.725"	24	19	1.31	1.04	1096.41	184	1190	1033	157	99.97	2.53	625	98.48	13	1.62	177	17	1121.98
5335	"Joe.Pavelski"	"RC"	"S.J"	92	2.0e+07	2010	26	"4"	12	28	.57	1.34	1255.03	213	1340	1102	238	100.22	2.93	676	99.97	24	2.53	184	19	1096.41
5336	"Joe.Pavelski"	"RC"	"S.J"	87	2.0e+07	2011	27	"4"	19	17	.88	.79	1292.25	180	1376	1138	238	101.26	4.2	729	100.22	12	2.93	213	28	1255.03
5337	"Joe.Pavelski"	"RC"	"S.J"	59	2.0e+07	2012	28	"4"	12	9	.92	.69	781.57	91	813	738	75	99.41	2.46	784	101.26	19	4.2	180	17	1292.25
5338	"Joe.Pavelski"	"RC"	"S.J"	89	2.0e+07	2013	29	"4"	23	22	1.14	1.09	1210.98	131	1381	1094	287	101.63	3.79	841	99.41	12	2.46	91	9	781.57
5339	"Joe.Pavelski"	"RC"	"S.J"	82	2.0e+07	2014	30	"6"	16	18	.82	.92	1167.62	143	1286	983	303	100.44	7.69	900	101.63	23	3.79	131	22	1210.98
5340	"Joe.Pavelski"	"RC"	"S.J"	72	2.0e+07	2015	31	"6"	21	16	1.21	.93	1037.57	102	1059	865	194	104.1	5.17	961	100.44	16	7.69	143	18	1167.62
6057	"Joe.Sakic"	"C"	"COL"	54	2.0e+07	2007	38	"NA"	8	12	.69	1.03	697.08	69	533	631	-98	99.38	-3.1	1444						
7124	"Joe.Thornton"	"C"	"S.J"	95	2.0e+07	2007	28	"NA"	19	43	.78	1.78	1452.5	111	1353	993	360	102.67	6.18	784						
7125	"Joe.Thornton"	"C"	"S.J"	88	2.0e+07	2008	29	"7.2"	11	33	.52	1.57	1264.35	87	1290	1031	259	100.02	2.1	841	102.67	19	6.18	111	43	1452.5
7126	"Joe.Thornton"	"C"	"S.J"	93	2.0e+07	2009	30	"7.2"	14	42	.63	1.88	1343.87	90	1321	1263	58	101.47	-.44	900	100.02	11	2.1	87	33	1264.35
7127	"Joe.Thornton"	"C"	"S.J"	98	2.0e+07	2010	31	"7.2"	11	30	.47	1.27	1416.07	106	1439	1237	202	100.05	1.22	961	101.47	14	-.44	90	42	1343.87
7128	"Joe.Thornton"	"C"	"S.J"	87	2.0e+07	2011	32	"8"	13	32	.6	1.49	1291.35	114	1407	1103	304	101.23	6.12	1024	100.05	11	1.22	106	30	1416.07
7129	"Joe.Thornton"	"C"	"S.J"	59	2.0e+07	2012	33	"7"	5	17	.38	1.28	799.18	71	855	695	160	101.66	6.3	1089	101.23	13	6.12	114	32	1291.35
7130	"Joe.Thornton"	"C"	"S.J"	89	2.0e+07	2013	34	"6"	9	39	.44	1.92	1216.44	76	1429	1044	385	100.04	6.62	1156	101.66	5	6.3	71	17	799.18
7131	"Joe.Thornton"	"C"	"S.J"	78	2.0e+07	2014	35	"6.75"	6	25	.34	1.4	1070	84	1238	884	354	97.35	9.66	1225	100.04	9	6.62	76	39	1216.44
7132	"Joe.Thornton"	"C"	"S.J"	72	2.0e+07	2015	36	"6.75"	8	33	.49	2.02	981.04	59	1000	781	219	105.05	6.55	1296	97.35	6	9.66	84	25	1070
7381	"Joe.Vitale"	"CR"	"PIT"	72	2.0e+07	2011	26	"0.525"	4	9	.33	.74	733.46	67	575	601	-26	98.48	-6.96	676						
7383	"Joe.Vitale"	"CR"	"PIT"	66	2.0e+07	2013	28	"0.575"	1	12	.09	1.1	657.47	52	485	593	-108	100.4	-6.26	784	98.48	4	-6.96	67	9	733.46
7384	"Joe.Vitale"	"CR"	"ARI"	70	2.0e+07	2014	29	"0.95"	3	6	.29	.58	624.97	49	512	687	-175	98.09	-7.25	841	100.4	1	-6.26	52	12	657.47
4161	"Joel.Lundqvist"	"LC"	"DAL"	73	2.0e+07	2007	25	"0.7"	5	13	.39	1.01	771.82	60	615	573	42	98.42	1.51	625						
5384	"Joel.Perrault"	"CR"	"PHX"	49	2.0e+07	2007	24	"0.495"	4	6	.43	.64	561.25	65	527	529	-2	97.94	1.09	576						
7472	"Joel.Ward"	"R"	"NSH"	79	2.0e+07	2008	27	"0.5"	11	15	.71	.97	927.93	101	799	803	-4	100.21	1.22	729						
7473	"Joel.Ward"	"R"	"NSH"	77	2.0e+07	2009	28	"1.5"	9	15	.52	.87	1033.57	111	845	877	-32	99.4	-2.2	784	100.21	11	1.22	101	15	927.93
7474	"Joel.Ward"	"R"	"NSH"	92	2.0e+07	2010	29	"1.5"	9	19	.44	.94	1213.86	129	1055	1022	33	99.68	2.34	841	99.4	9	-2.2	111	15	1033.57
7475	"Joel.Ward"	"R"	"WSH"	87	2.0e+07	2011	30	"3"	6	15	.37	.93	965.1	83	810	831	-21	102.71	1.69	900	99.68	9	2.34	129	19	1213.86
7476	"Joel.Ward"	"R"	"WSH"	46	2.0e+07	2012	31	"3"	5	13	.58	1.5	520.7	45	489	456	33	101.69	1.57	961	102.71	6	1.69	83	15	965.1
7477	"Joel.Ward"	"R"	"WSH"	82	2.0e+07	2013	32	"3"	15	20	.92	1.23	973.48	87	860	955	-95	102.66	-.39	1024	101.69	5	1.57	45	13	520.7
7478	"Joel.Ward"	"R"	"WSH"	96	2.0e+07	2014	33	"3"	13	14	.62	.67	1259.67	128	1217	1139	78	99.35	.71	1089	102.66	15	-.39	87	20	973.48
7479	"Joel.Ward"	"R"	"S.J"	70	2.0e+07	2015	34	"3.275"	12	14	.79	.92	908.86	80	843	774	69	99.72	.62	1156	99.35	13	.71	128	14	1259.67
1388	"Joey.Crabb"	"R"	"TOR"	48	2.0e+07	2010	27	"0.525"	2	12	.22	1.35	534.76	42	442	583	-141	101.55	-3.74	729						
1389	"Joey.Crabb"	"R"	"TOR"	67	2.0e+07	2011	28	"0.75"	9	14	.7	1.09	774.08	59	660	706	-46	100.19	-1.17	784	101.55	2	-3.74	42	12	534.76
4163	"Joffrey.Lupul"	"LR"	"PHI"	73	2.0e+07	2007	23	"2.535"	11	14	.72	.91	920.18	124	788	942	-154	102.11	-.94	529						
4164	"Joffrey.Lupul"	"LR"	"PHI"	85	2.0e+07	2008	24	"2.9"	20	16	1.1	.88	1087.48	132	1016	1136	-120	101.31	-1.09	576	102.11	11	-.94	124	14	920.18
4166	"Joffrey.Lupul"	"LR"	"ANA/TOR"	54	2.0e+07	2010	26	"4.25"	10	8	.9	.72	665.75	87	560	814	-254	101.4	-3.67	676	101.31	20	-1.09	132	16	1087.48
4167	"Joffrey.Lupul"	"LR"	"TOR"	66	2.0e+07	2011	27	"4.25"	15	24	.94	1.5	962.48	126	988	1049	-61	100.21	-1.22	729	101.4	10	-3.67	87	8	665.75
4169	"Joffrey.Lupul"	"LR"	"TOR"	69	2.0e+07	2013	29	"5.25"	13	14	.76	.82	1023.04	119	874	1182	-308	100.33	-1.14	841	100.21	15	-1.22	126	24	962.48
4170	"Joffrey.Lupul"	"LR"	"TOR"	55	2.0e+07	2014	30	"5.25"	8	9	.69	.78	693.11	69	592	752	-160	101.63	-2.7	900	100.33	13	-1.14	119	14	1023.04
4171	"Joffrey.Lupul"	"LR"	"TOR"	46	2.0e+07	2015	31	"6.75"	6	1	.68	.11	530.6	62	469	542	-73	97.35	-4.96	961	101.63	8	-2.7	69	9	693.11
2142	"Johan.Franzen"	"RL"	"DET"	88	2.0e+07	2007	27	"0.9"	15	11	.83	.61	1085.35	155	1083	713	370	102.32	1.55	729						
2143	"Johan.Franzen"	"RL"	"DET"	93	2.0e+07	2008	28	"1.15"	29	18	1.34	.83	1296.91	195	1320	930	390	101.21	2.61	784	102.32	15	1.55	155	11	1085.35
2144	"Johan.Franzen"	"RL"	"DET"	39	2.0e+07	2009	29	"5.5"	8	12	.88	1.32	543.87	92	585	424	161	98.92	4.64	841	101.21	29	2.61	195	18	1296.91
2145	"Johan.Franzen"	"RL"	"DET"	84	2.0e+07	2010	30	"5"	17	18	.9	.95	1132.98	185	1143	999	144	100.45	.15	900	98.92	8	4.64	92	12	543.87
2146	"Johan.Franzen"	"RL"	"DET"	82	2.0e+07	2011	31	"5.25"	18	23	.97	1.25	1108.22	145	1078	802	276	103.15	3.48	961	100.45	17	.15	185	18	1132.98
2147	"Johan.Franzen"	"RL"	"DET"	55	2.0e+07	2012	32	"5.25"	8	9	.65	.74	734.43	105	689	589	100	101.91	1.67	1024	103.15	18	3.48	145	23	1108.22
2148	"Johan.Franzen"	"RL"	"DET"	59	2.0e+07	2013	33	"5"	9	12	.69	.92	781.17	100	657	636	21	101.15	-.24	1089	101.91	8	1.67	105	9	734.43
3914	"Johan.Larsson"	"LC"	"BUF"	67	2.0e+07	2015	23	"0.8"	6	3	.41	.2	881.23	62	742	830	-88	100.02	-.66	529						
4230	"John.Madden"	"C"	"N.J"	85	2.0e+07	2007	34	"2.938"	13	20	.66	1.02	1177.43	132	842	1031	-189	101.7	-10.23	1156						
4231	"John.Madden"	"C"	"N.J"	83	2.0e+07	2008	35	"2.938"	6	14	.35	.81	1040.03	124	825	957	-132	98.56	-7.85	1225	101.7	13	-10.23	132	20	1177.43
4232	"John.Madden"	"C"	"CHI"	101	2.0e+07	2009	36	"2.75"	10	13	.52	.67	1158.04	125	1012	984	28	97.12	-5.74	1296	98.56	6	-7.85	124	14	1040.03
4233	"John.Madden"	"C"	"MIN"	76	2.0e+07	2010	37	"1"	9	10	.59	.66	914.98	74	611	857	-246	100.14	-4.42	1369	97.12	10	-5.74	125	13	1158.04
4656	"John.Mitchell"	"C"	"TOR"	76	2.0e+07	2008	23	"0.475"	9	12	.65	.87	829.7	72	756	814	-58	97.11	-2.91	529						
4657	"John.Mitchell"	"C"	"TOR"	60	2.0e+07	2009	24	"0.5"	5	11	.41	.9	732.62	67	736	661	75	97.76	-.2	576	97.11	9	-2.91	72	12	829.7
4659	"John.Mitchell"	"C"	"NYR"	81	2.0e+07	2011	26	"0.65"	4	9	.35	.78	692.77	66	627	536	91	100.41	6.27	676	97.76	5	-.2	67	11	732.62
4660	"John.Mitchell"	"C"	"COL"	47	2.0e+07	2012	27	"1.1"	9	7	.88	.68	616.21	52	546	546	0	101.15	1.86	729	100.41	4	6.27	66	9	692.77
4661	"John.Mitchell"	"C"	"COL"	75	2.0e+07	2013	28	"1.1"	7	18	.43	1.11	972.51	81	802	945	-143	103.57	-1.48	784	101.15	9	1.86	52	7	616.21
4662	"John.Mitchell"	"C"	"COL"	68	2.0e+07	2014	29	"1.7"	7	13	.46	.86	910.64	75	709	983	-274	100.15	-1.08	841	103.57	7	-1.48	81	18	972.51
4663	"John.Mitchell"	"C"	"COL"	62	2.0e+07	2015	30	"1.8"	7	6	.57	.49	731.12	63	531	735	-204	100.13	-1.87	900	100.15	7	-1.08	75	13	910.64
7073	"John.Tavares"	"C"	"NYI"	82	2.0e+07	2009	18	"0.9"	11	14	.62	.78	1071.74	101	982	1062	-80	99.2	.72	324						
7074	"John.Tavares"	"C"	"NYI"	78	2.0e+07	2010	19	"0.9"	16	22	.84	1.15	1144.78	153	1127	1198	-71	99.21	3.57	361	99.2	11	.72	101	14	1071.74
7075	"John.Tavares"	"C"	"NYI"	82	2.0e+07	2011	20	"0.9"	19	29	.86	1.31	1330.39	186	1313	1291	22	98.4	4.35	400	99.21	16	3.57	153	22	1144.78
7076	"John.Tavares"	"C"	"NYI"	54	2.0e+07	2012	21	"4"	20	11	1.37	.75	875.97	103	897	793	104	97.8	3.98	441	98.4	19	4.35	186	29	1330.39
7077	"John.Tavares"	"C"	"NYI"	59	2.0e+07	2013	22	"5"	16	21	1.03	1.35	931.25	106	960	970	-10	101.96	1	484	97.8	20	3.98	103	11	875.97
7078	"John.Tavares"	"C"	"NYI"	89	2.0e+07	2014	23	"6"	24	29	1.03	1.25	1396.84	177	1590	1311	279	99.45	3.57	529	101.96	16	1	106	21	931.25
7079	"John.Tavares"	"C"	"NYI"	68	2.0e+07	2015	24	"6"	17	19	.97	1.09	1047.96	121	1076	996	80	101.7	3.28	576	99.45	24	3.57	177	29	1396.84
2269	"Johnny.Gaudreau"	"L"	"CGY"	91	2.0e+07	2014	21	"0.925"	15	20	.71	.95	1260.19	118	1149	1339	-190	102.33	2.56	441						
2270	"Johnny.Gaudreau"	"L"	"CGY"	72	2.0e+07	2015	22	"0.925"	17	25	.95	1.39	1078.59	101	1002	1033	-31	100.98	1.81	484	102.33	15	2.56	118	20	1260.19
1096	"Jonathan.Cheechoo"	"R"	"S.J"	82	2.0e+07	2007	27	"2.5"	17	10	.96	.56	1067.54	163	979	726	253	102.56	5.35	729						
1097	"Jonathan.Cheechoo"	"R"	"S.J"	72	2.0e+07	2008	28	"3"	7	12	.48	.82	877.1	120	830	639	191	97.99	3.96	784	102.56	17	5.35	163	10	1067.54
1098	"Jonathan.Cheechoo"	"R"	"OTT"	61	2.0e+07	2009	29	"3.5"	5	8	.46	.73	656.52	103	637	528	109	94.2	3.39	841	97.99	7	3.96	120	12	877.1
1661	"Jonathan.Drouin"	"LC"	"T.B"	76	2.0e+07	2014	19	"0.925"	1	24	.07	1.77	814.77	68	767	678	89	98.31	1.01	361						
3085	"Jonathan.Huberdeau"	"L"	"FLA"	48	2.0e+07	2012	19	"0.925"	9	8	.82	.73	655.44	75	649	622	27	95.8	2.76	361						
3086	"Jonathan.Huberdeau"	"L"	"FLA"	69	2.0e+07	2013	20	"0.925"	7	15	.47	1	900.17	84	830	798	32	99.34	-.2	400	95.8	9	2.76	75	8	655.44
3087	"Jonathan.Huberdeau"	"L"	"FLA"	79	2.0e+07	2014	21	"0.833"	14	26	.79	1.47	1060.36	120	985	899	86	102.26	1.35	441	99.34	7	-.2	84	15	900.17
3088	"Jonathan.Huberdeau"	"L"	"FLA"	67	2.0e+07	2015	22	"2.5"	8	24	.5	1.51	950.68	105	773	871	-98	101.88	-1.07	484	102.26	14	1.35	120	26	1060.36
6450	"Jonathan.Sim"	"LR"	"NYI"	49	2.0e+07	2008	30	"1"	6	6	.7	.7	513.47	65	423	580	-157	98.3	-4.82	900						
6451	"Jonathan.Sim"	"LR"	"NYI"	77	2.0e+07	2009	31	"1"	12	9	.86	.65	833.36	107	692	865	-173	100.09	-4.45	961	98.3	6	-4.82	65	6	513.47
